@relation Mood_sharing

@attribute usedName string
@attribute following numeric
@attribute follower numeric
@attribute numOfTweets numeric
@attribute mentionScore numeric
@attribute hashtagScore numeric
@attribute numOfArticleShared numeric
@attribute numOfArticleSharedDist numeric
@attribute numOfFavorities numeric
@attribute numOfList numeric
@attribute upbeat numeric
@attribute worried numeric
@attribute angry numeric
@attribute depress numeric
@attribute plugedIn numeric
@attribute personable numeric
@attribute distant numeric
@attribute spacy numeric
@attribute analytic numeric
@attribute sensory numeric
@attribute inTheMoment numeric
@attribute openness numeric
@attribute consciousness numeric
@attribute extraversion numeric
@attribute agreeableness numeric
@attribute neuroticism numeric
@attribute avglikes numeric
@attribute mood_indignant numeric
@attribute mood_disappointed numeric
@attribute mood_worried numeric
@attribute mood_amused numeric
@attribute mood_satisfied numeric
@data
emanuelegambini,712,802,955,0.14814814814814814,0.06060606060606061,5,0.09259,456,0,14,22,16,42,75,7,68,35,8,22,40,0.22000000000000017,0.16300000000000014,0.1666666666666667,0.16800000000000004,0.12125000000000016,1.1956140350877194,0.07,0.13,0.2,0.18,0.42
CarloSantaroni,1965,1842,36500,0.018604651162790697,0.2474418604651163,7,0.07143,13700,?,13,33,19,43,60,8,65,41,8,12,36,0.24600000000000005,0.13900000000000007,0.17166666666666672,0.146,0.14053571428571432,2.806413709061934,0.49,0.05,0.06,0.03,0.37
NZZAusland,112,963,3315,0.0,0.0,2,0.01235,31,4,17,36,21,51,45,9,59,25,13,10,39,0.18900000000000008,0.17470000000000105,0.09166666666666674,0.18699999999999994,0.04892857142857145,7.218451749734888,0.85,0.02,0.02,0.03,0.08
ITnewsSport,313,199,39500,0.0,0.12503353903944192,54,0.22881,14,0,9,27,17,47,43,11,40,34,8,39,38,0.25300000000000006,0.1470999999999998,0.1783333333333334,0.14849999999999997,0.10196428571428583,1.5642464139191834,0.18,0.06,0.02,0.11,0.63
maxbruschi,43,1034,940,7.8064012490242E-4,0.05984907624251887,27,0.11111,15,?,11,19,16,49,28,6,63,79,8,12,40,0.22799999999999992,0.1176000000000001,0.1275,0.13399999999999995,0.07687499999999994,2.934158428078196,0.36,0.06,0.07,0.05,0.46
Fabi25Messer,351,25,4,0.0,0.0,1,0.33333,0,0,8,19,16,48,19,4,11,92,7,10,24,0.18900000000000008,0.17470000000000105,0.09166666666666674,0.18699999999999994,0.04892857142857145,6.88385269121813,0.76,0.01,0.02,0,0.21
Massy2013,507,144,5791,0.017948717948717947,0.06794871794871794,5,0.07463,326,?,9,51,16,52,59,11,69,29,9,21,44,0.24700000000000016,0.1393999999999999,0.1716666666666668,0.1675,0.12446428571428594,2.3009581865508566,0.16,0.06,0.03,0.23,0.52
aldopastore,160,54,603,0.024161735700197237,0.07988165680473373,7,0.04545,0,2,13,37,31,45,38,9,77,39,8,16,42,0.23900000000000013,0.10465000000000009,0.14666666666666678,0.14099999999999993,0.10624999999999994,2.443619266218284,0.49,0.06,0.05,0.08,0.31
EUUNorg,2000,477,3074,0.013669064748201438,0.007194244604316547,1,0.0102,763,1,33,23,22,40,43,12,62,33,13,19,22,0.2690000000000001,0.19406666666666636,0.18499999999999997,0.1266666666666667,0.1732142857142859,1.5454545454545454,0,0,0.1,0,0.9
MatteoLuccisano,559,194,4569,0.034323432343234324,0.16567656765676567,6,0.04615,182,1,9,28,20,53,48,9,65,42,10,26,40,0.20700000000000002,0.1456000000000001,0.12750000000000003,0.14099999999999993,0.10357142857142869,2.4189583047908707,0.46,0.04,0.02,0.04,0.43
caribbeanblue,774,1108,16600,0.003355704697986577,0.03859060402684564,3,0.02913,25400,0,10,28,45,58,58,7,63,33,9,10,38,0.22500000000000014,0.11870000000000022,0.12666666666666665,0.10849999999999989,0.11642857142857148,4.613593093336177,0.46,0.11,0.03,0.03,0.37
rafaelasf7,2113,2111,39200,0.0,0.0,16,0.19512,7242,3,10,33,18,45,32,7,50,33,9,11,35,0.18400000000000014,0.18440000000000087,0.08916666666666674,0.182,0.0794642857142861,2.199818154150498,0.49,0.16,0.09,0.16,0.09
NewsEngel,1003,1546,48900,0.004152823920265781,0.019933554817275746,25,0.25,16100,1,10,37,19,51,25,8,50,32,11,18,41,0.2560000000000001,0.1334,0.1591666666666666,0.1535000000000001,0.1242857142857144,5.066327627149745,0.32,0.11,0.06,0.09,0.41
talpaeorologio,102,104,1690,0.0019029495718363464,0.009990485252140819,5,0.02439,5,0,11,29,16,45,20,7,42,69,9,17,36,0.2340000000000001,0.11950000000000027,0.1558333333333333,0.15050000000000002,0.08928571428571436,3.9115646258503403,0.75,0.02,0.06,0,0.17
SurRealityShow,1182,1476,20300,0.125,0.04925847457627119,5,0.02793,345,6,8,27,16,47,73,26,88,52,47,10,42,0.23500000000000015,0.16619999999999974,0.19583333333333341,0.15249999999999989,0.12071428571428568,2.7098942466434144,0.28,0.16,0.09,0.11,0.36
DanielaPF75,1562,1830,31400,0.10350584307178631,0.001669449081803005,35,0.83333,17500,0,10,38,21,54,50,7,69,33,8,19,37,0.2370000000000001,0.13829999999999998,0.1883333333333334,0.1735000000000001,0.13589285714285712,2.8381815933682475,0.4,0.09,0.06,0.07,0.38
gmgiua,854,1163,5627,0.024175824175824177,0.0654945054945055,19,0.10734,9357,2,14,25,16,50,51,9,61,36,9,26,38,0.21499999999999994,0.10699999999999994,0.12166666666666666,0.1204999999999999,0.08214285714285703,2.1170762354865276,0.42,0.06,0.06,0.09,0.36
polasein500cc,825,5938,49500,0.00641025641025641,0.0,2,0.06897,25300,?,13,23,19,44,38,8,55,20,10,16,36,0.20900000000000016,0.18310000000000023,0.1608333333333333,0.20600000000000002,0.10607142857142889,8.3375,0.82,0.03,0.08,0.02,0.05
chiaberger,877,4779,6363,0.051235955056179776,0.039550561797752806,27,0.20301,68,2,10,40,16,46,44,10,69,29,10,12,35,0.24500000000000013,0.14144999999999996,0.14583333333333331,0.13649999999999993,0.09642857142857145,1.9453117722691498,0.42,0.06,0.07,0.11,0.33
ultimadeimohic1,171,61,415,0.05234159779614325,0.013774104683195593,8,0.21622,586,0,12,55,17,49,55,11,59,61,12,11,42,0.24700000000000016,0.16590000000000013,0.15750000000000003,0.20100000000000015,0.13285714285714303,1.75,0,0,0,0.84,0.16
CorrierEconomia,155,3137,8424,3.0147723846849563E-4,3.0147723846849563E-4,254,0.98069,6,0,11,19,16,46,26,7,57,27,10,13,38,0.23500000000000004,0.16394166666666643,0.1816666666666667,0.14999999999999997,0.10410714285714306,1.811453762205851,0.38,0.04,0.1,0.1,0.38
euzagor59,142,32,175,0.0851063829787234,0.047872340425531915,5,0.13889,3,0,12,21,34,47,37,6,56,29,8,16,38,0.20700000000000013,0.17740000000000017,0.16499999999999995,0.2,0.10732142857142897,1.9335468620421559,0.33,0.18,0.13,0.06,0.3
NicoleDiTeodoro,171,59,24,0.01,0.03,2,0.18182,0,0,16,61,16,38,3,10,61,56,11,13,40,0.199,0.16090000000000007,0.14166666666666672,0.20100000000000004,0.08535714285714316,2.1502890173410405,0.34,0.28,0.09,0.16,0.12
QuestoTizio,1477,1986,27600,0.0032679738562091504,0.013071895424836602,2,0.05882,3909,?,14,48,23,52,34,10,56,33,12,10,40,0.21800000000000005,0.1618999999999999,0.19250000000000014,0.16449999999999998,0.20946428571428616,2.896044742401485,0.29,0.18,0.08,0.07,0.39
Curini,425,760,6210,0.02497687326549491,0.08649398704902868,31,0.24031,690,?,21,50,20,39,48,14,53,35,11,18,38,0.23399999999999999,0.1446999999999999,0.15666666666666673,0.11766666666666664,0.12196428571428573,3.022957269167743,0.39,0.08,0.06,0.09,0.38
nicolosenise,1464,710,2886,0.0868824531516184,0.0817717206132879,15,0.26786,2674,?,14,43,16,60,59,11,57,34,7,28,38,0.26,0.1601000000000003,0.14833333333333332,0.16899999999999998,0.13874999999999993,2.628669721743691,0.63,0.18,0.06,0.02,0.12
paolobozzelli,522,551,5762,0.024715768660405337,0.06821552150271873,14,0.07292,332,1,43,43,21,31,49,24,68,52,17,64,36,0.24999999999999997,0.1776833333333333,0.14305555555555555,0.1215000000000001,0.14767857142857155,2.589135492245918,0.57,0.06,0.12,0.05,0.2
LaSibilla,330,173,19700,0.023752969121140142,0.03800475059382423,5,0.06579,24,1,18,31,16,52,34,9,40,39,14,30,40,0.21100000000000005,0.1487999999999998,0.1983333333333333,0.19600000000000006,0.13267857142857137,3.127532228360958,0.35,0.27,0.01,0.02,0.34
stylemotorfano,70,87,19100,0.0,0.12333965844402277,72,0.27692,?,?,10,27,19,51,44,9,64,47,7,13,35,0.21899999999999994,0.1518499999999997,0.1625,0.15400000000000003,0.10660714285714297,3.131006200300163,0.5,0.09,0.04,0.06,0.31
amotalbrezza,1137,1856,11300,0.012415349887133182,0.07900677200902935,36,0.66667,17900,?,13,34,17,54,36,10,50,35,10,14,40,0.2560000000000001,0.1454,0.14916666666666673,0.14750000000000005,0.1323214285714285,2.8750162967205886,0.41,0.1,0.07,0.12,0.29
Den3279,2400,2564,16100,0.04933703361085415,0.05303731113166821,39,0.17031,8771,5,10,29,16,49,27,6,66,26,9,10,39,0.25199999999999995,0.12595,0.14416666666666664,0.12649999999999997,0.08749999999999997,2.766984235461455,0.39,0.04,0.07,0.17,0.33
ItalianPolitics,5104,25100,221000,0.021614319486659914,0.047619047619047616,36,0.1875,1666,16,13,40,16,42,39,11,71,50,12,16,34,0.25800000000000006,0.14324999999999968,0.15499999999999994,0.13066666666666663,0.11535714285714277,2.9398385319393063,0.5,0.06,0.09,0.08,0.27
AVinz71,136,136,1585,0.013666666666666667,0.059333333333333335,4,0.02162,70,?,12,49,26,52,34,12,63,43,11,15,39,0.20999999999999985,0.1230333333333334,0.13499999999999998,0.13299999999999995,0.07642857142857144,2.3568609022556393,0.48,0.16,0.15,0.07,0.14
LuiginaSi,1624,1590,23000,0.029787234042553193,0.11773049645390071,17,0.27869,6222,0,9,46,16,47,83,11,78,24,11,22,39,0.25300000000000006,0.1662000000000002,0.16166666666666676,0.18449999999999991,0.10571428571428598,3.732543498168498,0.45,0.08,0.03,0.19,0.26
KappaRar,312,3647,35600,0.003436426116838488,0.0,6,0.13636,10000,?,12,31,25,77,28,10,54,38,10,12,41,0.26400000000000007,0.15320000000000053,0.13249999999999995,0.1935000000000001,0.1412500000000003,3.106197214121164,0.51,0.1,0.08,0.03,0.28
robydigi,219,56,2292,0.031446540880503145,0.129979035639413,25,0.24272,674,?,12,71,25,51,58,16,79,41,13,13,40,0.2660000000000002,0.13080000000000006,0.14833333333333323,0.13400000000000006,0.11214285714285714,2.155917330516047,0.63,0.04,0.05,0.07,0.2
ReutersLJucca,249,3341,3357,0.041787339677285894,0.07364501448076127,6,0.03468,73,0,35,80,42,43,48,23,62,32,30,46,26,0.24700000000000014,0.17816666666666628,0.18749999999999994,0.1613333333333334,0.16875000000000032,5.339483916578296,0.84,0.05,0.03,0.02,0.07
laurelcondor,14,104,18200,0.018316445830085737,0.14575214341387374,52,0.21849,56,0,14,39,72,40,86,9,73,35,13,13,34,0.2340000000000001,0.14358333333333295,0.1641666666666666,0.1221666666666667,0.11982142857142866,3.530962191773865,0.5,0.17,0.06,0.07,0.19
Ilenia1970,847,888,21400,0.04790940766550523,0.003484320557491289,17,0.11888,4387,0,12,40,16,43,46,9,51,24,8,27,41,0.24800000000000022,0.15263333333333315,0.17750000000000002,0.1735,0.12678571428571425,1.9026448418806647,0.71,0.07,0.03,0.05,0.14
lmblamberti,118,37,157,0.07386888273314866,0.10156971375807941,12,0.12371,12,0,17,47,16,47,41,11,57,30,11,25,38,0.23400000000000024,0.16684999999999992,0.1600000000000001,0.17050000000000004,0.11125000000000002,1.8596412943129121,0.29,0.03,0.02,0.1,0.56
EugeniaTimpano,397,528,13900,0.09090909090909091,0.10181818181818182,2,0.1,391,0,12,27,19,47,60,8,81,31,9,11,39,0.22400000000000017,0.15890000000000046,0.14416666666666667,0.179,0.11607142857142898,19.94573643410853,0.8,0.03,0.02,0.03,0.12
smenichini,2091,60100,36700,0.052565707133917394,0.04380475594493116,4,0.05797,1222,?,14,31,26,42,53,9,67,35,10,30,36,0.23900000000000002,0.14903333333333355,0.12750000000000003,0.11249999999999996,0.14285714285714293,3.2660727622332897,0.5,0.01,0.09,0.09,0.32
GrantLou,425,615,1254,0.13328776486671223,0.18181818181818182,3,0.02459,1,?,11,42,19,47,53,11,67,30,9,28,31,0.22700000000000017,0.16459999999999977,0.1508333333333333,0.1535000000000001,0.13964285714285718,2.3546898862904335,0.43,0.02,0.07,0.1,0.38
BrunelloEnrico,733,109,3240,0.01871657754010695,0.008021390374331552,16,0.07656,119,0,10,36,16,48,14,8,51,25,10,14,39,0.24199999999999997,0.1444499999999998,0.12416666666666669,0.18099999999999994,0.1139285714285714,1.4137633450301912,0.22,0.03,0.08,0.17,0.5
pieczuro,809,427,5057,0.013541239228559704,0.013951579811243332,30,0.13575,264,0,11,38,16,46,23,8,64,21,9,25,37,0.2559999999999999,0.11870000000000004,0.13416666666666663,0.11699999999999998,0.12750000000000009,2.0701462093378997,0.53,0.08,0.07,0.07,0.25
massimopiazza3,2165,2507,57000,0.026285714285714287,0.010285714285714285,19,0.12925,41,2,10,30,16,47,67,10,74,66,11,23,39,0.21700000000000003,0.17476666666666638,0.1758333333333334,0.1385,0.1517857142857144,12.812692028378304,0.46,0.03,0.42,0.01,0.08
Lando51,817,958,44100,0.004062288422477996,0.08733920108327692,7,0.04167,7294,1,12,27,17,46,54,10,61,57,11,24,41,0.22999999999999987,0.13299999999999998,0.15083333333333335,0.13649999999999993,0.11482142857142856,3.263713767338144,0.34,0.21,0.06,0.05,0.35
PieroTatafiore,603,1127,4692,0.11678832116788321,0.13017031630170317,4,0.05797,235,?,15,30,22,47,58,9,70,38,9,12,36,0.26600000000000007,0.1577250000000001,0.17249999999999996,0.16499999999999995,0.10446428571428593,2.828922716627635,0.47,0.05,0.01,0.1,0.38
Ivanlobello1,1002,4044,5569,0.024102311854402363,0.06542056074766354,14,0.10448,57,1,21,27,19,44,43,13,71,33,14,20,40,0.264,0.15363333333333318,0.1833333333333334,0.16250000000000003,0.10946428571428578,2.479330336015329,0.37,0.07,0.1,0.11,0.35
bambolina345,1118,1167,30800,0.0,0.001238390092879257,3,0.02885,974,?,9,35,16,54,31,8,58,19,10,13,37,0.26400000000000007,0.11130000000000022,0.1374999999999999,0.12499999999999993,0.10428571428571431,1.0,0.37,0,0,0,0.63
WakaWakaItalia,140,81,250,0.02404237978810106,0.08231458842705787,6,0.03243,48,?,21,48,16,35,41,13,62,30,8,50,40,0.25299999999999995,0.14973333333333327,0.12999999999999998,0.14800000000000002,0.11821428571428559,0.9656019656019657,0.35,0,0.04,0.04,0.57
siria56,92,11,20300,0.0,4.6061722708429296E-4,43,0.16538,4,0,12,29,16,46,12,7,42,13,8,14,38,0.268,0.13300000000000012,0.14583333333333334,0.13349999999999998,0.13151785714285738,1.4751581682363601,0.49,0.09,0.12,0.09,0.2
franziuz,705,191,2816,0.03295409964692036,0.1808552373479796,2,0.0101,908,0,20,44,19,36,51,13,62,43,11,34,34,0.21100000000000008,0.13506666666666653,0.14333333333333328,0.08366666666666667,0.08732142857142865,4.0181818181818185,0.27,0.04,0.03,0.08,0.58
SLGIPCT,15,710,2580,0.0,0.0015987210231814548,17,0.07328,0,0,13,49,16,48,13,14,43,0,10,18,41,0.241,0.12412500000000025,0.10499999999999997,0.1309999999999999,0.12392857142857144,2.1869314319476656,0.62,0.05,0.05,0.08,0.2
margotten78,1407,1655,16000,0.04191980558930741,0.06622114216281895,23,0.2,4280,2,11,38,23,53,49,10,59,37,8,44,39,0.2500000000000002,0.12873333333333348,0.13833333333333334,0.16150000000000006,0.1032142857142857,2.0383709774630936,0.2,0.12,0.12,0.19,0.37
stopbiocidioce,1938,873,8069,0.001519756838905775,7.598784194528875E-4,26,0.11454,149,?,9,19,16,47,15,5,53,36,8,20,39,0.26100000000000007,0.14409999999999978,0.18750000000000003,0.15049999999999997,0.1182142857142858,2.053218856365748,0.69,0.11,0.04,0.04,0.12
FelizianiFR,131,104,270,0.014858841010401188,0.12184249628528974,2,0.01361,105,?,19,50,28,41,46,15,53,37,11,12,36,0.22500000000000017,0.12213333333333325,0.16916666666666672,0.12149999999999993,0.09232142857142848,5.204545454545454,0.53,0.04,0.3,0.13,0
IlMelvin,1222,1049,7780,0.03007866728366497,0.21240166589541878,9,0.04412,1022,0,11,22,16,44,71,6,67,50,7,33,38,0.23100000000000015,0.12025000000000019,0.15,0.1174999999999999,0.10446428571428584,2.408851946575732,0.24,0.19,0.09,0.01,0.47
AlessandraLanz1,158,59,9794,0.0,0.006692497358224727,27,0.11894,79,2,11,31,19,47,13,8,43,41,8,10,37,0.25600000000000006,0.12680000000000016,0.15416666666666673,0.1435,0.08624999999999998,2.1639430766086334,0.57,0.04,0.07,0.09,0.23
PFranceschetti,1447,574,14400,0.010355029585798817,0.08382642998027613,42,0.27815,33,0,15,38,17,45,35,11,58,45,9,20,39,0.24899999999999994,0.1291500000000001,0.14250000000000004,0.10799999999999993,0.09464285714285725,3.469048708208183,0.55,0.05,0.06,0.07,0.27
jonniunion,354,188,1225,0.006993006993006993,0.027972027972027972,4,0.26667,47,0,11,23,16,47,38,6,64,25,8,12,36,0.21700000000000016,0.16700000000000023,0.14500000000000005,0.2010000000000001,0.10750000000000044,4.535343511035723,0.38,0.02,0.02,0.28,0.3
TastePriest,448,298,4412,0.050079491255961846,0.15023847376788554,5,0.0431,400,3,16,42,30,45,47,16,42,52,13,26,39,0.20800000000000002,0.16393333333333307,0.15249999999999997,0.15050000000000002,0.14053571428571435,1.9070377447036737,0.21,0.29,0.11,0.13,0.26
CollettivoLambr,413,1143,3540,0.016194331983805668,0.024291497975708502,11,0.05851,87,0,13,34,28,46,36,7,65,30,7,25,39,0.25600000000000017,0.1463583333333334,0.1524999999999999,0.17300000000000007,0.12089285714285727,2.095916799477431,0.57,0.06,0.07,0.08,0.23
soniabetz1,2082,2530,30600,0.02109704641350211,0.014767932489451477,19,0.475,18100,0,11,58,16,51,53,12,50,31,8,17,37,0.23399999999999999,0.14130000000000034,0.14166666666666689,0.1505,0.1233928571428573,2.501729062900917,0.71,0.03,0.06,0.08,0.12
AmeTapella,674,163,170,0.051681195516811954,0.09651307596513076,8,0.07207,16,?,21,28,35,54,59,13,67,30,17,21,27,0.23200000000000004,0.1812999999999996,0.20666666666666664,0.12550000000000008,0.1621428571428574,5.023809523809525,0.24,0.28,0.05,0.04,0.39
dmelidoro,685,218,122,0.023952095808383235,0.08083832335329341,5,0.2381,4,0,10,39,16,51,34,9,62,40,8,24,33,0.21,0.15599999999999983,0.18166666666666673,0.17850000000000005,0.1167857142857144,2.25371158392435,0.63,0.04,0.06,0.08,0.2
Orgetorix,2000,1739,232000,0.022364217252396165,0.008386581469648562,40,0.18692,18800,1,18,58,26,37,25,14,67,24,26,30,37,0.25300000000000006,0.17564166666666636,0.19499999999999992,0.13499999999999998,0.1364285714285716,2.544118483517971,0.39,0.11,0.12,0.1,0.28
federicoloche,303,185,708,0.020078354554358472,0.08619000979431929,3,0.02273,192,0,13,32,19,45,50,9,56,25,9,18,39,0.21000000000000005,0.11402500000000014,0.14916666666666684,0.11650000000000006,0.10214285714285708,4.136439198736597,0.18,0.23,0.03,0.04,0.51
WMegH,101,97,15000,0.01694915254237288,0.02824858757062147,10,0.11765,944,0,16,43,27,52,40,24,52,49,21,13,46,0.2360000000000001,0.13689999999999988,0.15666666666666668,0.1476666666666666,0.11125000000000014,3.4263865996083567,0.58,0.2,0.06,0.06,0.09
GuruLorenzo,2,8,3252,0.0,0.0,12,0.05195,0,0,11,47,27,44,14,13,42,52,10,16,34,0.21999999999999986,0.14079999999999993,0.14833333333333346,0.13199999999999998,0.09964285714285713,3.6653347808015795,0.48,0.1,0.08,0.06,0.28
MarioMeliado,1889,1515,6076,0.011759764804703907,0.07097858042839143,51,0.25123,1614,?,17,38,17,46,31,13,45,78,10,17,40,0.222,0.10388333333333348,0.1258333333333333,0.11399999999999999,0.0939285714285714,2.9703582023404116,0.46,0.08,0.1,0.09,0.27
vinima77,2017,1032,16400,0.004273504273504274,0.0037393162393162395,65,0.28761,840,?,10,25,20,57,14,7,43,30,10,13,38,0.24900000000000014,0.14419999999999983,0.12277777777777775,0.12099999999999995,0.12071428571428583,2.2933395705970336,0.35,0.09,0.07,0.06,0.43
bicycleisbell,600,577,7586,0.0012733446519524619,0.07767402376910017,23,0.11005,241,0,14,23,19,40,25,8,41,54,9,46,34,0.23300000000000007,0.1260750000000001,0.1466666666666667,0.14150000000000004,0.12517857142857153,1.859526235623605,0.3,0.11,0.09,0.12,0.38
fabiodiaferia,1147,667,3554,0.06479690522243714,0.07833655705996131,7,0.09459,23,?,10,19,16,46,40,7,65,51,20,14,43,0.2550000000000001,0.15030000000000004,0.1608333333333334,0.18350000000000005,0.11571428571428599,19.94573643410853,0.8,0.03,0.02,0.03,0.12
Antoluppoli,1302,645,1881,0.03754831584759801,0.12534511319712865,24,0.16327,975,0,19,28,16,37,52,9,60,35,9,27,36,0.2389999999999999,0.13430000000000025,0.1308333333333333,0.1254999999999999,0.11517857142857142,2.1125653818002372,0.36,0.16,0.08,0.11,0.3
nonegoziabili,260,2950,81900,0.0362495643081213,0.05263157894736842,33,0.1988,7,?,13,51,21,43,40,10,57,39,8,20,37,0.2260000000000002,0.11405000000000008,0.14666666666666664,0.1345,0.08517857142857144,3.689382029647234,0.47,0.07,0.05,0.04,0.37
MazCEO,41,63,1330,0.020442930153321975,0.11073253833049404,7,0.07865,4,0,20,46,19,44,56,14,61,25,12,20,41,0.23500000000000043,0.12339999999999991,0.14500000000000002,0.12249999999999998,0.1258928571428572,2.3225506432411676,0.11,0.09,0.08,0.14,0.57
rosadelosandes,1030,677,3118,0.004518072289156626,0.02710843373493976,8,0.0402,184,0,12,28,36,47,18,9,48,26,12,16,36,0.2669999999999999,0.1891999999999996,0.17583333333333334,0.182,0.14982142857142872,3.08970186347027,0.24,0.26,0.03,0.03,0.44
dariascola,1063,1499,5398,0.03439153439153439,0.03505291005291005,11,0.09565,1296,0,18,29,29,55,46,12,64,32,14,25,32,0.22100000000000006,0.18974999999999995,0.17333333333333323,0.16550000000000004,0.11839285714285719,3.274787363643248,0.36,0.35,0.03,0.05,0.21
leonescorpione,2135,2689,18900,0.01757188498402556,0.003993610223642172,16,0.13008,23900,?,11,28,20,50,25,7,51,37,7,18,39,0.23900000000000005,0.15904999999999958,0.19083333333333338,0.1415,0.10839285714285735,2.3035398502605213,0.39,0.12,0.06,0.11,0.31
gerypa,1607,3489,20700,0.016776512881965248,0.020970641102456562,4,0.0241,531,10,10,30,24,49,24,7,56,34,8,16,38,0.23199999999999996,0.12583333333333346,0.14250000000000002,0.14449999999999996,0.10928571428571432,3.9759036144578315,0.35,0.62,0.01,0.01,0.01
GVNVNCR,1229,1617,37600,0.0016891891891891893,0.02027027027027027,19,0.46341,8232,1,11,46,18,51,34,10,61,26,11,24,41,0.2310000000000001,0.13792500000000024,0.15,0.17550000000000004,0.11410714285714305,3.226678007980306,0.52,0.03,0.06,0.08,0.31
gianfrancodema8,847,655,5293,0.0021929824561403508,0.027412280701754384,5,0.06024,5151,0,16,65,16,45,41,18,63,42,10,14,39,0.2170000000000001,0.1555999999999997,0.18500000000000014,0.15549999999999986,0.1301785714285715,2.371430783533385,0.27,0.09,0.14,0.17,0.33
ALLItalia2,286,231,1977,0.13004032258064516,0.15625,5,0.06579,115,?,12,29,19,45,62,9,70,29,11,13,37,0.23700000000000013,0.14759999999999993,0.15500000000000005,0.1795000000000001,0.12875000000000028,1.8717261106641638,0.51,0.16,0.03,0.03,0.27
ITASFORUM,116,24,1547,0.0,0.004080351537978657,81,0.31274,0,0,10,39,16,56,14,10,50,62,9,12,38,0.20299999999999976,0.10918333333333345,0.11333333333333337,0.10800000000000003,0.08589285714285716,1.903783186681626,0.52,0.11,0.09,0.1,0.19
letroisiemesong,41,38,213,0.07528344671201814,0.19591836734693877,23,0.12105,2,?,16,23,19,38,62,7,54,25,8,28,38,0.235,0.1606583333333332,0.1591666666666667,0.15000000000000002,0.12553571428571444,2.808645662570009,0.24,0.04,0.02,0.03,0.67
SandrinoDeFazi,202,137,9103,4.918839153959665E-4,0.001967535661583866,15,0.06667,200,?,9,37,25,57,15,7,46,51,10,13,40,0.22499999999999998,0.13233333333333344,0.12750000000000003,0.1255,0.10446428571428583,2.523330263149803,0.44,0.12,0.17,0.03,0.25
angelerrimo,1990,1978,13100,0.08099847172694855,0.10596026490066225,14,0.10448,7612,15,12,25,18,45,58,7,69,30,9,11,39,0.2640000000000002,0.1491999999999998,0.17000000000000004,0.1715000000000001,0.11125000000000007,3.486012181225763,0.42,0.07,0.1,0.1,0.32
GMarchettoni,45,29,4427,2.2306491188935982E-4,0.0,223,0.93697,31,0,11,24,18,45,16,5,56,65,8,11,33,0.24000000000000007,0.1358999999999998,0.15999999999999998,0.11999999999999993,0.09035714285714287,2.898137658208898,0.39,0.11,0.09,0.08,0.33
gallavresi,89,12500,2783,0.02176541717049577,0.07980652962515115,1,0.01136,70,0,11,21,16,48,44,6,70,21,10,11,42,0.26000000000000006,0.13922500000000024,0.13500000000000004,0.14049999999999996,0.13339285714285737,19.94573643410853,0.8,0.03,0.02,0.03,0.12
NZZawy,100,441,507,0.0707070707070707,0.08080808080808081,2,0.01156,?,10,10,41,26,48,35,6,51,25,8,14,38,0.22200000000000025,0.17760000000000029,0.13500000000000006,0.20000000000000004,0.08321428571428603,4.890222984562607,0.64,0.03,0.19,0.07,0.07
jessicagaibotti,1274,1104,8624,0.06921944035346098,0.08247422680412371,9,0.16981,735,0,20,25,17,35,52,11,56,43,11,21,37,0.23199999999999987,0.14280000000000012,0.15500000000000008,0.16149999999999995,0.11464285714285738,5.974780256930359,0.35,0.06,0.06,0.05,0.48
suhabacanakgil,298,476,1785,0.010526315789473684,0.0,10,0.05682,12,?,11,20,21,49,22,6,34,39,7,17,44,0.20100000000000015,0.18300000000000044,0.1658333333333333,0.19300000000000014,0.0976785714285718,2.4897759103641457,0.49,0.2,0.12,0.06,0.13
Carcanet,3168,9007,5772,0.037205456800330716,0.04175279040926003,2,0.0129,1103,1,82,24,33,29,69,22,65,41,19,20,31,0.26400000000000007,0.20714999999999995,0.17583333333333329,0.15400000000000003,0.16178571428571456,7.218451749734888,0.85,0.02,0.02,0.03,0.08
ANGEBRIXIA,239,387,17100,0.03528114663726571,0.12348401323042998,21,0.25,1637,4,10,26,16,47,58,6,66,27,8,22,37,0.21299999999999997,0.16859999999999994,0.1783333333333334,0.17299999999999993,0.19035714285714342,2.998207068084791,0.39,0.07,0.1,0.14,0.3
EnricaMolinari1,613,473,16700,0.004034969737726967,0.019502353732347006,11,0.1,4215,0,11,37,19,46,27,9,49,41,11,18,36,0.23000000000000018,0.1090000000000001,0.12499999999999997,0.14049999999999999,0.09357142857142849,2.043775779323517,0.2,0.15,0.09,0.08,0.49
bobsecci,3185,3322,2747,0.14451382694023193,0.10437109723461195,17,0.18889,180,1,9,21,16,49,70,5,79,25,8,22,38,0.22700000000000006,0.1658333333333334,0.16666666666666682,0.1725,0.12196428571428594,3.5467405523662374,0.58,0.07,0.07,0.07,0.21
ViolaRemedi,1119,1214,5621,0.004744958481613286,0.054567022538552785,4,0.06897,40,0,14,29,16,44,39,9,52,35,8,25,41,0.25000000000000017,0.1199000000000001,0.16,0.1665,0.12053571428571434,6.736874156696244,0.39,0.04,0.04,0.07,0.47
Paoracolo83,1095,280,311,0.01218836565096953,0.3124653739612188,25,0.14045,97,0,50,38,67,28,97,19,71,38,17,32,41,0.265,0.1465999999999997,0.1616666666666666,0.15900000000000003,0.10607142857142864,3.574945359422979,0.43,0.16,0.06,0.06,0.3
